total.pckts,tcp.pct,udp.pct,other.pct,ip.src.unique,ip.dest.unique,eth.src.unique,eth.dest.unique,pkt.length.mean,pkt.length.std,pkt.length.var,pkt.length.min,pkt.length.max,pkt.length.pquartil,pkt.length.med,pkt.length.tquartil,pkt.delta.mean,pkt.delta.std,pkt.delta.var,pkt.delta.min,pkt.delta.max,pkt.delta.pquartil,pkt.delta.med,pkt.delta.tquartil,ttl.mean,ttl.std,ttl.var,ttl.min,ttl.max,ttl.pquartil,ttl.med,ttl.tquartil,tcp.flag.res.count,tcp.flag.cwr.count,tcp.flag.urg.count,tcp.flag.ack.count,tcp.flag.push.count,tcp.flag.reset.count,tcp.flag.syn.count,tcp.flag.fyn.count,dest.port.entropy,src.port.entropy,tcp.seq.entropy,label
3087,91.31843213475868,8.390022675736962,0.2915451895043732,161,168,6,4,768.3699384515711,684.3442101044826,468326.9979035283,60.0,1514.0,66.0,600.0,1496.0,0.0003219782960803,0.0007449337057991,5.549262260355921e-07,0.0,0.013597,6e-06,8.4e-05,0.000254,79.40334531908,33.8128879834916,1143.3113937841508,40.0,255.64,56.0,63.0,119.0,0,0,0,2786,344,2,65,47,0.640951156126039,0.5941313389475493,0.6968685111906282,0
2646,92.13907785336356,7.558578987150416,0.3023431594860166,130,137,8,7,757.3510959939531,684.5126868524325,468557.61846193625,60.0,1514.0,66.0,590.0,1496.0,0.0003777656840513,0.0008951408381492,8.012771201225375e-07,0.0,0.012082,6e-06,8.4e-05,0.000268,80.07568745275888,33.0904068437784,1094.9750250867764,43.0,255.128,56.0,63.0,119.0,0,0,0,2409,276,4,54,46,0.6532550232362963,0.6212201340773035,0.6814177161440396,0
2331,91.8918918918919,7.722007722007722,0.3861003861003861,154,165,7,7,822.951951951952,688.7023210072553,474310.8869607805,60.0,1514.0,66.0,1334.0,1496.0,0.0004281608751608,0.0010125308847452,1.0252187925630109e-06,0.0,0.011746,6e-06,0.000115,0.000314,84.32093479193479,35.17018563401918,1236.9419575313686,40.0,255.128,56.0,63.0,126.5,0,0,0,2128,258,4,24,10,0.6495075332006234,0.606539508389226,0.7370746452036112,0
3447,94.08181026979985,5.59907165651291,0.3191180736872643,171,175,9,8,835.5549753408761,687.0106646315759,471983.6533175197,60.0,1514.0,66.0,1416.0,1496.0,0.0002890954453147,0.0007887970199684,6.222007387111119e-07,0.0,0.019181,3e-06,5.1e-05,0.000227,79.86342065564259,34.256286749655914,1173.493181874651,30.0,255.128,55.0,63.0,121.0,0,0,0,3215,455,12,59,39,0.6455417934592111,0.58264102473997,0.7432422553620376,0
3252,88.46863468634686,11.223862238622386,0.3075030750307503,187,197,5,3,769.5750307503075,676.7730252318584,458021.7276814816,60.0,1514.0,66.0,642.5,1496.0,0.0003069412669126,0.0006912667876409,4.778497716954722e-07,0.0,0.012144,4e-06,8.25e-05,0.00024825,84.18476845018449,34.52882528984797,1192.2397758968448,40.0,255.128,56.0,63.0,126.0,0,0,0,2834,341,17,58,51,0.646265702336247,0.589315017601801,0.6855399825261592,0
2918,84.85263879369431,14.87320082248115,0.2741603838245374,170,178,5,6,783.021932830706,669.7654613810196,448585.77325893,60.0,1514.0,66.0,1030.0,1496.0,0.0003424061000685,0.0007808729799546,6.097626108232493e-07,0.0,0.009376,4e-06,9.1e-05,0.000246,81.81167443454422,34.084558321314745,1161.7571159591062,41.0,255.128,56.0,63.0,120.0,0,0,0,2456,267,6,34,43,0.6253292516918094,0.5891218838938163,0.6709065111509863,0
3306,84.66424682395645,15.214761040532366,0.1209921355111917,159,177,3,3,816.662129461585,664.8155740757119,441979.7475336183,60.0,1514.0,66.0,1083.0,1496.0,0.0003016158499697,0.0007215564346536,5.206436883901547e-07,0.0,0.009433,3e-06,7.7e-05,0.00021875,79.70273593466425,33.23859644281315,1104.804293488191,39.0,243.0,56.0,63.0,118.0,0,0,0,2783,362,3,28,33,0.6450026465525065,0.5885267681827584,0.6817864579005903,0
3302,84.0702604482132,15.838885523924894,0.0908540278619018,145,149,4,4,804.2316777710479,663.2210293922261,439862.133828084,60.0,1514.0,66.0,1083.0,1496.0,0.0003023494851605,0.0006742245237904,4.545787084804983e-07,0.0,0.007288,4e-06,8.3e-05,0.000226,80.39717595396729,32.92932490290797,1084.3404385612753,40.0,239.0,56.0,63.0,119.0,0,0,0,2759,378,3,30,27,0.6596110271121842,0.6059687996869649,0.692425221831277,0
2956,82.54397834912042,17.320703653585927,0.13531799729364,179,188,5,5,807.8518267929635,662.2268092606936,438544.3469035991,60.0,1514.0,66.0,1083.0,1496.0,0.000338196211096,0.0007898911112169,6.23927967579548e-07,0.0,0.009949,5e-06,8.9e-05,0.000234,81.26800676589987,34.14758972807365,1166.057884236841,28.0,255.128,56.0,63.0,118.0,0,0,0,2420,280,6,34,53,0.6429735953255431,0.5986213011576101,0.6718219757334507,1
5551,88.99297423887587,10.86290758421906,0.1441181769050621,168,176,3,3,777.9448747973338,671.7647538597363,451267.8845282321,60.0,1514.0,66.0,877.0,1506.0,0.0001800401729418,0.0003905067629367,1.524955318993575e-07,0.0,0.004455,4e-06,5e-05,0.000168,76.15984074941451,28.36575632978858,804.616132160941,41.0,245.1,63.0,63.0,110.0,0,0,0,4877,597,7,121,121,0.6351345698481199,0.5611666269846504,0.7087835580031484,0
5696,89.81741573033707,10.042134831460674,0.1404494382022472,165,186,4,4,828.9971910112359,676.9952873777663,458322.6191317043,60.0,1514.0,66.0,1083.0,1506.0,0.0001751436095505,0.000369574269589,1.365851407422981e-07,0.0,0.004146,4e-06,5e-05,0.000172,76.69875421348314,29.31645657251871,859.4546259683756,43.0,255.64,62.0,63.0,115.0,0,0,0,5066,459,6,96,84,0.6227395449793297,0.5639368838663363,0.7081020065704083,0
4788,89.74519632414369,10.129490392648286,0.12531328320802,151,169,3,3,854.9158312447786,677.105605237032,458472.0006434075,60.0,1514.0,66.0,1087.0,1506.0,0.0002086397243107,0.0004351204485988,1.893298047888941e-07,0.0,0.003426,4e-06,5.1e-05,0.000193,77.76162364243943,30.09924800740373,905.9647306111976,39.0,244.0,63.0,63.0,118.0,0,0,0,4271,390,14,51,48,0.6282864201813246,0.5791626012142349,0.7041957237176967,0
5323,88.7469472102198,11.159120796543302,0.0939319932368965,185,184,4,5,828.7223370279918,670.0495440708894,448966.39150960674,60.0,1514.0,66.0,1083.0,1506.0,0.0001877685515686,0.0003491763581052,1.2192412905966417e-07,0.0,0.003654,5e-06,6.5e-05,0.0002085,79.97472139770807,32.05878334721765,1027.7655897038394,2.0,242.0,62.0,63.0,118.0,0,0,0,4690,556,6,61,73,0.6171527558949527,0.5531599358394789,0.7124161888447147,0
4711,85.52324347272341,14.349395032901718,0.1273614943748673,199,201,3,3,856.3791127149225,665.9879175699746,443539.90634919127,60.0,1514.0,66.0,1083.0,1506.0,0.0002121611122903,0.0004100385344419,1.6813159972734006e-07,0.0,0.004217,6e-06,7.5e-05,0.000222,79.30410698365529,31.83047458128893,1013.1791120700808,40.0,245.1,62.0,63.0,118.0,0,0,0,4007,402,8,43,14,0.6113942167349413,0.5459026238436492,0.6657722193643948,0
4294,83.65160689333955,16.185374941779227,0.1630181648812296,201,210,3,3,817.5542617605962,665.3776568551308,442727.4262420242,60.0,1514.0,66.0,1083.0,1506.0,0.0002327878435025,0.0004354067879373,1.895790709819313e-07,0.0,0.003857,9e-06,8.4e-05,0.00023075,80.35758057755007,31.70759711705148,1005.3717149372512,39.0,243.0,62.0,63.0,118.0,0,0,0,3572,467,6,32,17,0.6228113615063704,0.5664730614378434,0.6563379712140698,0
4619,84.5421086815328,15.414591903009308,0.0432994154578913,196,204,3,3,838.6986360684131,665.0682235591912,442315.7419881783,60.0,1514.0,66.0,1083.0,1506.0,0.0002163210651656,0.0004295141828557,1.844824332742225e-07,0.0,0.004327,8e-06,7.5e-05,0.000225,80.5776616150682,31.920589062934784,1018.9240061247518,42.0,242.0,62.0,63.0,118.0,0,0,0,3897,474,4,15,20,0.6027202625516221,0.5386681296652294,0.6759056317974195,0
5865,86.32566069906224,13.572037510656438,0.1023017902813299,209,205,5,6,814.2383631713554,666.3252845655378,443989.3848513449,60.0,1514.0,66.0,1083.0,1506.0,0.0001702936061381,0.0003554950721434,1.263767463182521e-07,0.0,0.003299,7e-06,5e-05,0.00018,77.81332992327367,29.52300209390176,871.6076526365277,30.0,246.0,62.0,63.0,116.0,0,0,0,5018,590,3,87,45,0.6256460160666154,0.548222492162114,0.7033102884282858,0
4135,80.96735187424426,18.887545344619102,0.1451027811366384,189,210,5,6,825.4807738814994,660.6820778466674,436500.80798779,60.0,1514.0,66.0,1083.0,1506.0,0.0002414130592503,0.0004399063042075,1.9351755648156762e-07,0.0,0.004047,9e-06,8.8e-05,0.00024,80.52507980652962,31.45743828765452,989.5704236215928,30.0,255.128,62.0,63.0,118.0,0,0,0,3334,429,3,27,18,0.6171976133963714,0.5613815075004757,0.6747358375153866,0
8719,91.71923385709373,8.189012501433652,0.0917536414726459,201,196,5,5,880.2003670145659,684.1273826064054,468030.27563189104,60.0,1514.0,66.0,1454.0,1514.0,0.0001146166991627,0.0002856237526551,8.158092808082151e-08,0.0,0.003739,4e-06,9e-06,0.000104,74.78349489620369,28.317967703530027,801.9072948581696,30.0,255.128,62.0,63.0,64.0,0,0,0,7971,523,9,39,43,0.5440875741849234,0.4941057808364064,0.6989817630101091,0
5413,85.33160908922963,14.59449473489747,0.0738961758728985,189,203,7,7,798.4620358396453,669.1760346188972,447796.5653082715,60.0,1514.0,66.0,1083.0,1506.0,0.0001843633844448,0.0003595802395486,1.292979486738354e-07,0.0,0.003532,7e-06,6.6e-05,0.000205,79.07896637723998,31.40270382381148,986.129807446024,40.0,245.1,59.0,63.0,118.0,0,0,0,4580,494,21,73,73,0.6186404743693057,0.5683042653141697,0.66344577629319,0
5983,87.49791074711683,12.334949022229653,0.1671402306535183,173,186,4,5,800.3929466822664,667.662943869816,445773.8066169091,60.0,1514.0,66.0,1083.0,1506.0,0.0001670041785057,0.000344592376391,1.1874390586685681e-07,0.0,0.00333,7e-06,5e-05,0.0001664999999999,76.19373842553902,29.14361310078036,849.3501845679765,30.0,252.0,63.0,63.0,111.0,0,0,0,5155,613,13,156,129,0.647052735423318,0.5604703129379696,0.6854717163460724,0
5455,86.63611365719524,13.345554537121906,0.0183318056828597,150,151,6,7,870.7704857928506,670.9270609618844,450143.12113095215,60.0,1514.0,66.0,1087.0,1506.0,0.0001828020164986,0.0003653668224639,1.3349291495742913e-07,0.0,0.003288,7e-06,5.2e-05,0.000192,77.75566049495876,30.59884119281471,936.2890823430944,2.0,255.128,57.0,63.0,118.0,0,0,0,4700,426,7,52,60,0.637914326843166,0.5327383158192087,0.7130189852039529,0
5049,85.77936224995048,14.14141414141414,0.0792236086353733,175,184,5,5,831.0073281837988,664.4765203550693,441529.04610318085,60.0,1514.0,66.0,1083.0,1506.0,0.0001980124777183,0.0003809364416097,1.4511257254633593e-07,0.0,0.003316,7e-06,6.9e-05,0.000215,78.30113903743316,31.759775171312672,1008.6833189323288,39.0,252.0,56.0,63.0,118.0,0,0,0,4294,469,15,64,59,0.6358448844859271,0.5576439971073887,0.6901393987829155,0
5809,87.81201583749353,12.136340161817868,0.0516440006885866,181,196,4,4,860.6827336891031,669.6181863896509,448388.5155437653,60.0,1514.0,66.0,1084.0,1506.0,0.0001721112067481,0.0003438864079865,1.1825786159787204e-07,0.0,0.003541,7e-06,5.1e-05,0.000173,76.81536563952488,31.070731408151577,965.3903502374968,40.0,244.1,57.0,63.0,118.0,0,0,0,5080,463,4,41,38,0.6219004560727573,0.5254443176234271,0.6955735045609728,1
6560,88.26219512195121,11.707317073170731,0.0304878048780487,183,186,3,4,879.972256097561,669.2972640838373,447958.8277101098,60.0,1514.0,66.0,1286.0,1506.0,0.0001523969512195,0.0003205423718593,1.0274741215719233e-07,0.0,0.005474,7e-06,5e-05,0.000164,76.83044618902439,30.72341779878097,943.9284012384516,30.0,239.0,57.0,63.0,118.0,0,0,0,5747,501,4,78,79,0.6197546479784435,0.5120736961765114,0.7028189257517752,0
5406,86.94043655197929,12.911579726230116,0.147983721790603,183,185,4,5,915.6513133555308,665.7881731685497,443273.8915311148,60.0,1514.0,66.0,1454.0,1514.0,0.0001848951165371,0.000405167605828,1.641607888124101e-07,0.0,0.004638,7e-06,5.3e-05,0.00018,76.73493044765075,30.82713164311696,950.3120453420628,39.0,255.128,57.0,63.0,118.0,0,0,0,4679,371,5,35,19,0.5948761609152806,0.4968632535790023,0.7077320938216081,0
4533,84.24884182660489,15.684976836532098,0.0661813368630046,172,184,5,5,815.8347672622987,663.2527143674364,439904.1631157721,60.0,1514.0,66.0,1083.0,1506.0,0.0002203942201632,0.0005018806284019,2.518841651651739e-07,0.0,0.007507,7e-06,6.5e-05,0.00019,77.46144142951687,31.34484678633904,982.4994200590688,39.0,252.0,57.0,63.0,118.0,0,0,0,3790,345,2,50,21,0.6314176074744711,0.5512150397698541,0.6607962064722392,1
4021,81.94478985327032,17.980601840338224,0.0746083063914449,146,166,3,3,771.1377766724695,656.8691835490904,431477.1242964486,60.0,1514.0,66.0,1042.0,1496.0,0.0002478880875404,0.0006260348804596,3.919196715520879e-07,0.0,0.009774,6e-06,5e-05,0.000189,77.4469885600597,29.91672934264478,895.0106945610631,35.0,241.0,63.0,63.0,115.0,0,0,0,3248,330,4,85,81,0.6466708617394423,0.5776653858069136,0.6588958217175759,0
3800,80.1842105263158,19.789473684210527,0.0263157894736842,164,156,3,3,780.573947368421,655.0021259519116,429027.7850015239,60.0,1514.0,66.0,1083.0,1496.0,0.0002627539473684,0.0006046140898689,3.6555819766801526e-07,0.0,0.007655,6e-06,6.2e-05,0.00020225,77.72488684210526,30.82446807149029,950.1478318903244,29.0,252.0,63.0,63.0,114.0,0,0,0,3015,353,7,51,38,0.6551492641289468,0.5784350891545104,0.6569491514160138,0
6025,88.11618257261411,11.784232365145227,0.0995850622406639,148,157,4,5,936.3070539419087,658.4083130032917,433501.5066318406,60.0,1514.0,74.0,1454.0,1514.0,0.0001656350207468,0.000497233155396,2.472408108251365e-07,0.0,0.010348,4e-06,8e-06,0.000122,96.08461709543568,34.28471184768354,1175.4414664786918,30.0,255.128,63.0,118.0,127.0,0,0,0,5270,657,13,70,54,0.5401995703561603,0.4984761136164585,0.7917806812181319,0
4639,82.88424229359775,17.02953222677301,0.0862254796292304,177,191,4,4,785.0275921534814,655.3120038868234,429433.822438164,60.0,1514.0,66.0,1050.0,1514.0,0.0002150584177624,0.0004818208991559,2.321513788634727e-07,0.0,0.00727,7e-06,6.4e-05,0.0001974999999999,79.2537460659625,31.939630760324007,1020.1400131058356,30.0,255.128,56.0,63.0,118.0,0,0,0,3804,508,5,74,51,0.6321276209879252,0.5523377841909384,0.6914312838670219,0
5055,83.54104846686448,16.340257171117706,0.1186943620178041,182,172,3,3,758.0304648862513,659.0461955528283,434341.88787265687,60.0,1514.0,66.0,842.0,1490.0,0.0001978087042532,0.0004738091096858,2.2449507242125307e-07,0.0,0.00921,6e-06,5e-05,0.000168,79.75815390702274,31.447128921591727,988.9219174112108,31.0,255.128,62.0,63.0,118.0,0,0,0,4138,480,8,168,76,0.6393352656182517,0.5680132657771808,0.6510026033031332,0
4275,84.72514619883042,15.157894736842106,0.1169590643274853,129,138,4,4,788.0212865497076,653.3046005074533,426806.9010442031,60.0,1514.0,66.0,1083.0,1496.0,0.0002332063157894,0.0005326021564885,2.836650570962737e-07,0.0,0.007563,7e-06,7e-05,0.000196,80.0547012865497,32.11666896793713,1031.480425596056,41.0,255.128,62.0,63.0,118.0,0,0,0,3584,460,14,65,58,0.6636359116626499,0.5961604137810658,0.6729255262892807,0
3666,81.9694489907256,17.78505182760502,0.2454991816693944,150,150,4,5,790.2812329514458,646.0951063947036,417438.8865071834,60.0,1514.0,66.0,1083.0,1466.0,0.0002707823240589,0.0006471796405326,4.188414871199453e-07,0.0,0.00949,7e-06,6.1e-05,0.00020975,73.69017430441899,29.522216357972443,871.5612586869356,30.0,255.128,56.0,63.0,63.0,0,0,0,2973,362,5,62,58,0.6569171743488467,0.5951195482157333,0.6792124011077476,0
4346,83.31799355729407,16.54394845835251,0.1380579843534284,181,190,3,3,762.9608835710999,652.6506607717496,425952.8850058014,60.0,1514.0,66.0,950.5,1496.0,0.0002297282558674,0.0005418785795294,2.936323949528607e-07,0.0,0.00724,7e-06,5.8e-05,0.000193,75.44553980671883,30.24766388640537,914.9211705849514,28.0,255.128,62.0,63.0,109.0,0,0,0,3569,411,7,93,100,0.6604078395610425,0.5997702753058174,0.6595125806136091,0
5447,86.96530200110152,12.906186891867083,0.1285111070313934,176,170,5,5,826.4784284927483,664.0395767819479,440948.5595327485,60.0,1514.0,66.0,1083.0,1506.0,0.0001830752707912,0.0003730037342169,1.3913178573980458e-07,0.0,0.006144,7e-06,6e-05,0.000192,71.8216928584542,28.533470682446534,814.158949186036,39.0,255.128,56.0,63.0,63.0,0,0,0,4710,500,10,62,38,0.6302924296857318,0.5754285695666526,0.6906114415260495,0
4292,82.40913327120224,17.54426840633737,0.0465983224603914,185,191,3,3,770.3285181733457,652.5121872121265,425772.15446035325,60.0,1514.0,66.0,1002.0,1490.0,0.000232304054054,0.0005263554822867,2.770500937332695e-07,0.0,0.007859,7e-06,6.9e-05,0.00020825,77.86558247903075,32.52016439815188,1057.561092482825,39.0,245.0,56.0,63.0,118.0,0,0,0,3496,457,5,76,54,0.6535414161078082,0.5966392558058646,0.6601929087110014,1
4006,82.72591113330004,17.149276085871193,0.1248127808287568,168,173,2,3,780.0247129306041,651.9147946733242,424992.8995139625,60.0,1514.0,66.0,1083.0,1479.75,0.0002492895656515,0.000574703890559,3.3028456182368146e-07,0.0,0.00748,7e-06,6.9e-05,0.00021,75.97146655017474,31.49970016486124,992.2311104761592,30.0,245.0,56.0,63.0,114.0,0,0,0,3280,423,10,61,60,0.6492358878241812,0.5997844761428095,0.6669504015864892,0
3362,81.23140987507436,18.709101725163592,0.0594883997620464,150,161,3,3,831.8884592504462,650.5694333996731,423240.5876739717,60.0,1514.0,66.0,1083.0,1484.0,0.0002970666270077,0.0006991723081018,4.888419164164089e-07,0.0,0.008946,7e-06,8.5e-05,0.000238,77.78169244497323,33.81297706754293,1143.317418170184,38.0,253.0,56.0,63.0,118.0,0,0,0,2707,308,4,46,26,0.6419636029953337,0.5980504937945975,0.6433509653177127,0
4254,80.06582040432534,19.816643159379407,0.1175364362952515,185,195,5,5,802.206629055007,652.6430460351106,425942.94553798746,60.0,1514.0,66.0,1083.0,1496.0,0.0002350228020686,0.0005289723927881,2.7981179233204777e-07,0.0,0.005851,7e-06,6.5e-05,0.00019175,84.75184955336155,33.89139588178433,1148.6267148158277,42.0,255.64,62.0,63.0,126.0,0,0,0,3366,532,9,68,32,0.6545619591571804,0.5921365167553624,0.6956090222048722,0
3957,83.32069749810462,16.52767247915087,0.1516300227445034,186,191,4,4,805.2244124336619,654.9062434773713,428902.18774564186,60.0,1514.0,66.0,1083.0,1490.0,0.0002526335607783,0.0005529453525053,3.057485628572115e-07,0.0,0.00864,7e-06,7.7e-05,0.000233,81.7740715188274,33.782189728817194,1141.236342873802,39.0,244.0,56.0,63.0,126.0,0,0,0,3271,508,8,48,55,0.6751792198617573,0.6254363279623321,0.6767329953002067,0
5054,84.58646616541353,15.373961218836566,0.039572615749901,182,190,6,8,799.6353383458646,642.2844530334395,412529.31860846456,60.0,1514.0,66.0,1083.0,1434.0,0.0001976167392164,0.0004596541357638,2.112819245248095e-07,0.0,0.006861,7e-06,7.4e-05,0.000181,81.82838781163436,33.45782978446722,1119.4263738863822,30.0,252.0,57.0,63.0,126.0,0,0,0,4214,635,11,112,35,0.6272602181748471,0.5515459322483961,0.713548735505913,0
3027,78.7578460521969,21.209117938553025,0.0330360092500825,158,168,2,4,801.2788239180707,644.0241886317882,414767.1555428332,60.0,1514.0,66.0,1083.0,1454.0,0.0003288569540799,0.0007080559556318,5.013432363057226e-07,0.0,0.011455,8e-06,8.9e-05,0.0002925,82.49524578790881,33.54493457999166,1125.26263597592,2.0,244.0,56.0,63.0,126.0,0,0,0,2353,326,15,34,29,0.657646274397559,0.6030178991071702,0.6246614676433279,0
3998,84.41720860430215,15.507753876938468,0.0750375187593797,165,170,3,4,862.1560780390195,654.1648441978247,427931.6433843642,60.0,1514.0,66.0,1083.0,1506.0,0.0002496510755377,0.0005172105350974,2.675067376158057e-07,0.0,0.006905,7e-06,6.9e-05,0.000236,74.12774837418709,31.300517262809024,979.7223809194056,30.0,255.128,56.0,63.0,63.0,0,0,0,3350,409,9,42,42,0.6371144147387078,0.5854335545401116,0.7024550223860783,0
3129,71.36465324384787,28.41163310961969,0.2237136465324384,182,189,4,4,760.9111537232343,635.9014699180755,404370.679443969,60.0,1514.0,66.0,1083.0,1454.0,0.0003193943751997,0.0006028769064803,3.634605643673285e-07,0.0,0.005647,8e-06,9.1e-05,0.000306,77.97356791307126,35.438034967494445,1255.854322357359,40.0,255.128,56.0,63.0,110.0,0,0,0,2221,353,9,18,48,0.6781079646482185,0.6428342479739185,0.5825200219077324,0
3561,74.86661050266778,24.93681550126369,0.19657399606852,189,189,3,5,789.5675372086492,638.746034972478,407996.49719306215,60.0,1514.0,66.0,1083.0,1466.0,0.0002804428531311,0.0005892451171112,3.472098080394979e-07,0.0,0.007557,7e-06,8.7e-05,0.000253,80.51296293176073,32.74480206714652,1072.222062416603,30.0,244.0,57.0,63.0,118.0,0,0,0,2643,442,11,37,66,0.6722637403261675,0.6318321909882013,0.6395433155165762,0
3597,76.3691965526828,23.519599666388658,0.1112037809285515,170,171,4,4,762.3085904920767,626.4971712907443,392498.70563530416,60.0,1514.0,66.0,1083.0,1454.0,0.0002777008618293,0.0006023642158476,3.6284264853373977e-07,0.0,0.008282,7e-06,6.7e-05,0.000237,79.48525632471504,35.25097193205493,1242.6310221545243,39.0,245.0,62.0,63.0,110.0,0,0,0,2697,500,5,95,94,0.6765874220059986,0.6321308217798067,0.6268348893545725,0
3337,76.32604135451004,23.614024572969733,0.0599340725202277,120,124,3,3,799.5217261012886,634.8076278865267,402980.7244229189,60.0,1514.0,66.0,1083.0,1454.0,0.0002995142343422,0.0006583764297524,4.334595232535578e-07,0.0,0.009166,7e-06,7.1e-05,0.000248,76.29943062631106,30.21533634423322,912.9665503951408,44.0,255.64,62.0,63.0,110.0,0,0,0,2507,322,3,79,89,0.6830126818471738,0.6316064511410711,0.6275773772491511,0
3390,75.13274336283186,24.690265486725664,0.1769911504424778,169,169,3,3,810.8342182890856,637.8374297960478,406836.5868488281,60.0,1514.0,66.0,1084.0,1454.0,0.0002949147492625,0.0006265273592008,3.92536531827246e-07,0.0,0.006655,7e-06,8e-05,0.000254,78.90078997050146,31.703804428482066,1005.131215239439,38.1,249.12,56.0,63.0,114.0,0,0,0,2505,372,2,85,40,0.648207184009159,0.6064417113970973,0.5935197168758305,1
3389,76.09914429035113,23.78282679256418,0.1180289170846857,171,177,4,6,797.4384774269696,639.3559324735953,408776.0083891805,60.0,1514.0,66.0,1083.0,1466.0,0.000294435526704,0.0006340162198628,4.0197656704916914e-07,0.0,0.008102,7e-06,8.6e-05,0.000249,84.6708383003836,34.705287555743666,1204.4569843268562,2.0,255.64,62.0,63.0,121.0,0,0,0,2521,384,7,108,39,0.6401463346710201,0.6128795418614675,0.6059957474881293,0
3246,78.43499691928527,21.53419593345656,0.0308071472581638,170,182,3,3,791.2479975354282,653.0665488407648,426495.91721478704,60.0,1514.0,66.0,1083.0,1496.0,0.0003063022181146,0.0006631910847964,4.3982241495347603e-07,0.0,0.007721,7e-06,8.75e-05,0.000258,85.092764017252,36.98560273000936,1367.934809302076,38.0,243.0,62.0,63.0,119.0,0,0,0,2507,372,6,70,51,0.66084393871884,0.5995227616277002,0.646203695221615,0
2787,75.70864729099391,24.219590958019374,0.071761750986724,158,171,4,4,814.8191603875134,650.5069889970193,423159.34273396817,60.0,1514.0,66.0,1084.0,1496.0,0.0003586282741298,0.0007059589983019,4.983781072835602e-07,0.0,0.008998,8e-06,9.6e-05,0.0003075,85.80991388589881,33.31351517190699,1109.7902931088774,39.0,249.121,62.0,63.0,121.0,0,0,0,2099,293,6,19,27,0.6506747050458593,0.6054846193100617,0.6286008551638202,0
4742,86.88317165752846,13.011387600168703,0.1054407423028258,184,181,3,3,817.7456769295655,671.6265248180293,451082.188839143,60.0,1514.0,66.0,1084.0,1506.0,0.0002103587094053,0.0004027251099729,1.621875142027635e-07,0.0,0.005847,7e-06,7.6e-05,0.000228,76.35018768452129,30.869030451765937,952.8970410320528,41.0,244.0,56.0,63.0,110.0,0,0,0,4095,507,4,47,87,0.6138444253145962,0.5714421836808561,0.6630345725818212,0
3697,79.55098728698945,20.2326210440898,0.2163916689207465,143,158,3,3,767.5263727346497,650.4346198644809,423065.19471825176,60.0,1514.0,66.0,1082.0,1466.0,0.0002704587503381,0.0005673072049743,3.218374648158622e-07,0.0,0.008936,7e-06,7e-05,0.000243,77.07977955098728,28.94243475517774,837.6645295577202,43.0,127.0,62.0,63.0,110.0,0,0,0,2852,397,13,155,58,0.6532778280236986,0.6265477019974581,0.6370363337155964,0
3906,75.72964669738863,24.16794674859191,0.1024065540194572,189,189,4,4,773.9385560675884,630.8109300847041,397922.42951432936,60.0,1514.0,66.0,1001.0,1466.0,0.0002559767025089,0.0005203240403935,2.7073710701150534e-07,0.0,0.008186,7e-06,7.6e-05,0.000256,80.20591116231438,30.18141401268188,910.91775180491,41.0,239.0,62.0,63.0,116.0,0,0,0,2931,673,5,51,42,0.6727163890183606,0.6256560155111452,0.6759196489699774,0
3801,82.05735332807156,17.73217574322547,0.2104709287029729,173,178,5,5,780.735332807156,648.8328488311275,420984.06572231685,60.0,1514.0,66.0,1083.0,1454.0,0.0002629342278347,0.0005632718946049,3.172752272518312e-07,0.0,0.008583,7e-06,7.5e-05,0.000239,83.06777374375164,32.38828649099052,1049.0011018224789,39.0,255.128,62.0,63.0,119.0,0,0,0,3076,493,16,79,71,0.6739923147453932,0.630344477444344,0.6614912567461909,0
3401,80.06468685680682,19.817700676271684,0.1176124669214936,176,179,4,4,792.8853278447516,651.6103769255194,424596.0833170175,60.0,1514.0,66.0,1083.0,1454.0,0.0002937709497206,0.0006667062631654,4.444972413440684e-07,0.0,0.007931,7e-06,7.3e-05,0.000241,76.94512025874742,30.67697714499672,941.0769267546513,42.0,255.128,62.0,63.0,110.0,0,0,0,2679,351,13,69,77,0.6632903451835938,0.611009187803123,0.6422398218158634,0
4591,86.29928120235243,13.591810063167063,0.1089087344805053,144,148,2,2,862.2365497712916,659.3520961774066,434745.18673354,60.0,1514.0,66.0,1084.0,1506.0,0.0002177105205837,0.00043300739383,1.874954031115154e-07,0.0,0.007358,7e-06,5.5e-05,0.0002264999999999,70.52302330646917,26.225296213568967,687.7661614894348,44.0,245.1,52.0,63.0,63.0,0,0,0,3941,414,3,45,41,0.6340750716109829,0.5799469548332764,0.7107046276105657,0
2881,78.2714335300243,21.520305449496703,0.2082610204790003,151,156,7,6,803.8136063866713,646.7588714620016,418297.0378148019,60.0,1514.0,66.0,1084.0,1454.0,0.0003468132592849,0.0007285132213809,5.307315137269081e-07,0.0,0.008423,8e-06,9.1e-05,0.000295,78.93720860812218,30.92768648281079,956.5217911790372,29.0,255.128,57.0,63.0,112.0,0,0,0,2232,355,7,44,28,0.6877139136833297,0.6411436549178762,0.6504549910148218,0
